"","X.x","site_no.x","dateTime","Flow_Inst.x","Site.x","Cat.x","X.y","site_no.y","Flow_Inst.y","Site.y","Cat.y","X.x.x","site_no.x.x","Flow_Inst.x.x","Site.x.x","Cat.x.x","X.y.y","site_no.y.y","Flow_Inst.y.y","Site.y.y","Cat.y.y"
"82",82,13185000,"2019-01-17 18:00:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4494,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9170,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13826,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"83",83,13185000,"2019-01-17 18:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4495,13206000,280,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9171,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13827,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"84",84,13185000,"2019-01-17 18:30:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4496,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9172,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13828,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"85",85,13185000,"2019-01-17 18:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4497,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9173,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13829,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"86",86,13185000,"2019-01-17 19:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4498,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9174,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13830,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"87",87,13185000,"2019-01-17 19:15:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4499,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9175,13211205,586,"BOISE RIVER AT CALDWELL, ID ","Managed",13831,13213000,834,"BOISE RIVER NR PARMA ID ","Managed"
"88",88,13185000,"2019-01-17 19:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4500,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9176,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13832,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"89",89,13185000,"2019-01-17 19:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4501,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9177,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13833,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"90",90,13185000,"2019-01-17 20:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4502,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9178,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13834,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"91",91,13185000,"2019-01-17 20:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4503,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9179,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13835,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"92",92,13185000,"2019-01-17 20:30:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4504,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9180,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13836,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"93",93,13185000,"2019-01-17 20:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4505,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9181,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13837,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"94",94,13185000,"2019-01-17 21:00:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4506,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9182,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13838,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"95",95,13185000,"2019-01-17 21:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4507,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9183,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13839,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"96",96,13185000,"2019-01-17 21:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4508,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9184,13211205,581,"BOISE RIVER AT CALDWELL, ID ","Managed",13840,13213000,828,"BOISE RIVER NR PARMA ID ","Managed"
"97",97,13185000,"2019-01-17 21:45:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4509,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9185,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13841,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"98",98,13185000,"2019-01-17 22:00:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4510,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9186,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13842,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"99",99,13185000,"2019-01-17 22:15:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4511,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9187,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13843,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"100",100,13185000,"2019-01-17 22:30:00",515,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4512,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9188,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13844,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"101",101,13185000,"2019-01-17 22:45:00",586,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4513,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9189,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13845,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"102",102,13185000,"2019-01-17 23:00:00",586,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4514,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9190,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13846,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"103",103,13185000,"2019-01-17 23:15:00",571,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4515,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9191,13211205,576,"BOISE RIVER AT CALDWELL, ID ","Managed",13847,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"104",104,13185000,"2019-01-17 23:30:00",552,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4516,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9192,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13848,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"105",105,13185000,"2019-01-17 23:45:00",538,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4517,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9193,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13849,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"106",106,13185000,"2019-01-18 00:00:00",519,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4518,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9194,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13850,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"107",107,13185000,"2019-01-18 00:15:00",506,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4519,13206000,276,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9195,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13851,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"108",108,13185000,"2019-01-18 00:30:00",492,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4520,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9196,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13852,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"109",109,13185000,"2019-01-18 00:45:00",483,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4521,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9197,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13853,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"110",110,13185000,"2019-01-18 01:00:00",475,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4522,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9198,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13854,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"111",111,13185000,"2019-01-18 01:15:00",466,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4523,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9199,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13855,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"112",112,13185000,"2019-01-18 01:30:00",458,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4524,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9200,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13856,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"113",113,13185000,"2019-01-18 01:45:00",453,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4525,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9201,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13857,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"114",114,13185000,"2019-01-18 02:00:00",445,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4526,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9202,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13858,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"115",115,13185000,"2019-01-18 02:15:00",441,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4527,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9203,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13859,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"116",116,13185000,"2019-01-18 02:30:00",441,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4528,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9204,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13860,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"117",117,13185000,"2019-01-18 02:45:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4529,13206000,271,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9205,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13861,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"118",118,13185000,"2019-01-18 03:00:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4530,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9206,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13862,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"119",119,13185000,"2019-01-18 03:15:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4531,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9207,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13863,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"120",120,13185000,"2019-01-18 03:30:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4532,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9208,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13864,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"121",121,13185000,"2019-01-18 03:45:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4533,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9209,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13865,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"122",122,13185000,"2019-01-18 04:00:00",441,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4534,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9210,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13866,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"123",123,13185000,"2019-01-18 04:15:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4535,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9211,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13867,13213000,823,"BOISE RIVER NR PARMA ID ","Managed"
"124",124,13185000,"2019-01-18 04:30:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4536,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9212,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13868,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"125",125,13185000,"2019-01-18 04:45:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4537,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9213,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13869,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"126",126,13185000,"2019-01-18 05:00:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4538,13206000,267,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9214,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13870,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"127",127,13185000,"2019-01-18 05:15:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4539,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9215,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13871,13213000,817,"BOISE RIVER NR PARMA ID ","Managed"
"128",128,13185000,"2019-01-18 05:30:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4540,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9216,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13872,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"129",129,13185000,"2019-01-18 05:45:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4541,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9217,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13873,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"130",130,13185000,"2019-01-18 06:00:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4542,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9218,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13874,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"131",131,13185000,"2019-01-18 06:15:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4543,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9219,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13875,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"132",132,13185000,"2019-01-18 06:30:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4544,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9220,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13876,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"133",133,13185000,"2019-01-18 06:45:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4545,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9221,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13877,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"134",134,13185000,"2019-01-18 07:00:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4546,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9222,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13878,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"135",135,13185000,"2019-01-18 07:15:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4547,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9223,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13879,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"136",136,13185000,"2019-01-18 07:30:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4548,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9224,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13880,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"137",137,13185000,"2019-01-18 07:45:00",441,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4549,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9225,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13881,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"138",138,13185000,"2019-01-18 08:00:00",453,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4550,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9226,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13882,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"139",139,13185000,"2019-01-18 08:15:00",475,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4551,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9227,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13883,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"140",140,13185000,"2019-01-18 08:30:00",483,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4552,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9228,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13884,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"141",141,13185000,"2019-01-18 08:45:00",479,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4553,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9229,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13885,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"142",142,13185000,"2019-01-18 09:00:00",475,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4554,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9230,13211205,571,"BOISE RIVER AT CALDWELL, ID ","Managed",13886,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"143",143,13185000,"2019-01-18 09:15:00",466,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4555,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9231,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13887,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"144",144,13185000,"2019-01-18 09:30:00",462,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4556,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9232,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13888,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"145",145,13185000,"2019-01-18 09:45:00",453,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4557,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9233,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13889,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"146",146,13185000,"2019-01-18 10:00:00",449,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4558,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9234,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13890,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"147",147,13185000,"2019-01-18 10:15:00",445,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4559,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9235,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13891,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"148",148,13185000,"2019-01-18 10:30:00",441,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4560,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9236,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13892,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"149",149,13185000,"2019-01-18 10:45:00",437,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4561,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9237,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13893,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"150",150,13185000,"2019-01-18 11:00:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4562,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9238,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13894,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"151",151,13185000,"2019-01-18 11:15:00",433,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4563,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9239,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13895,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"152",152,13185000,"2019-01-18 11:30:00",429,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4564,13206000,262,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9240,13211205,562,"BOISE RIVER AT CALDWELL, ID ","Managed",13896,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"153",153,13185000,"2019-01-18 11:45:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4565,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9241,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13897,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"154",154,13185000,"2019-01-18 12:00:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4566,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9242,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13898,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"155",155,13185000,"2019-01-18 12:15:00",424,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4567,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9243,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13899,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"156",156,13185000,"2019-01-18 12:30:00",420,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4568,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9244,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13900,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"157",157,13185000,"2019-01-18 12:45:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4569,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9245,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13901,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"158",158,13185000,"2019-01-18 13:00:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4570,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9246,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13902,13213000,811,"BOISE RIVER NR PARMA ID ","Managed"
"159",159,13185000,"2019-01-18 13:15:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4571,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9247,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13903,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
"160",160,13185000,"2019-01-18 13:30:00",416,"BOISE RIVER NR TWIN SPRINGS ID ","Natural",4572,13206000,258,"BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID ","Managed",9248,13211205,567,"BOISE RIVER AT CALDWELL, ID ","Managed",13904,13213000,805,"BOISE RIVER NR PARMA ID ","Managed"
